GSM3905407_BCH825_BCH825.P02.A01	GSM3905407_BCH825_BCH825.P02.A03	GSM3905407_BCH825_BCH825.P02.A05	GSM3905407_BCH825_BCH825.P02.A07	GSM3905407_BCH825_BCH825.P02.A08	GSM3905407_BCH825_BCH825.P02.A09	GSM3905407_BCH825_BCH825.P02.A10	GSM3905407_BCH825_BCH825.P02.A11	GSM3905407_BCH825_BCH825.P02.B01	GSM3905407_BCH825_BCH825.P02.B02	GSM3905407_BCH825_BCH825.P02.B03	GSM3905407_BCH825_BCH825.P02.B04	GSM3905407_BCH825_BCH825.P02.B05	GSM3905407_BCH825_BCH825.P02.B06	GSM3905407_BCH825_BCH825.P02.B07	GSM3905407_BCH825_BCH825.P02.B08	GSM3905407_BCH825_BCH825.P02.B11	GSM3905407_BCH825_BCH825.P02.B12	GSM3905407_BCH825_BCH825.P02.C02	GSM3905407_BCH825_BCH825.P02.C03	GSM3905407_BCH825_BCH825.P02.C05	GSM3905407_BCH825_BCH825.P02.C06	GSM3905407_BCH825_BCH825.P02.C09	GSM3905407_BCH825_BCH825.P02.C10	GSM3905407_BCH825_BCH825.P02.C11	GSM3905407_BCH825_BCH825.P02.C12	GSM3905407_BCH825_BCH825.P02.D01	GSM3905407_BCH825_BCH825.P02.D03	GSM3905407_BCH825_BCH825.P02.D04	GSM3905407_BCH825_BCH825.P02.D05	GSM3905407_BCH825_BCH825.P02.D06	GSM3905407_BCH825_BCH825.P02.D07	GSM3905407_BCH825_BCH825.P02.D08	GSM3905407_BCH825_BCH825.P02.D09	GSM3905407_BCH825_BCH825.P02.D10	GSM3905407_BCH825_BCH825.P02.D11	GSM3905407_BCH825_BCH825.P02.D12	GSM3905407_BCH825_BCH825.P02.E01	GSM3905407_BCH825_BCH825.P02.E02	GSM3905407_BCH825_BCH825.P02.E05	GSM3905407_BCH825_BCH825.P02.E06	GSM3905407_BCH825_BCH825.P02.E07	GSM3905407_BCH825_BCH825.P02.E08	GSM3905407_BCH825_BCH825.P02.E09	GSM3905407_BCH825_BCH825.P02.E10	GSM3905407_BCH825_BCH825.P02.E11	GSM3905407_BCH825_BCH825.P02.E12	GSM3905407_BCH825_BCH825.P02.F01	GSM3905407_BCH825_BCH825.P02.F02	GSM3905407_BCH825_BCH825.P02.F03	GSM3905407_BCH825_BCH825.P02.F05	GSM3905407_BCH825_BCH825.P02.F06	GSM3905407_BCH825_BCH825.P02.F07	GSM3905407_BCH825_BCH825.P02.F08	GSM3905407_BCH825_BCH825.P02.F12	GSM3905407_BCH825_BCH825.P02.G01	GSM3905407_BCH825_BCH825.P02.G02	GSM3905407_BCH825_BCH825.P02.G05	GSM3905407_BCH825_BCH825.P02.G06	GSM3905407_BCH825_BCH825.P02.G09	GSM3905407_BCH825_BCH825.P02.G10	GSM3905407_BCH825_BCH825.P02.G11	GSM3905407_BCH825_BCH825.P02.G12	GSM3905407_BCH825_BCH825.P02.H04	GSM3905407_BCH825_BCH825.P02.H08	GSM3905407_BCH825_BCH825.P02.H09	GSM3905407_BCH825_BCH825.P02.H10	GSM3905407_BCH825_BCH825.P02.H12	GSM3905407_BCH825_BCH825.P06.A02	GSM3905407_BCH825_BCH825.P06.A03	GSM3905407_BCH825_BCH825.P06.A04	GSM3905407_BCH825_BCH825.P06.A05	GSM3905407_BCH825_BCH825.P06.A06	GSM3905407_BCH825_BCH825.P06.A07	GSM3905407_BCH825_BCH825.P06.A08	GSM3905407_BCH825_BCH825.P06.A09	GSM3905407_BCH825_BCH825.P06.A10	GSM3905407_BCH825_BCH825.P06.B01	GSM3905407_BCH825_BCH825.P06.B02	GSM3905407_BCH825_BCH825.P06.B03	GSM3905407_BCH825_BCH825.P06.B04	GSM3905407_BCH825_BCH825.P06.B05	GSM3905407_BCH825_BCH825.P06.B06	GSM3905407_BCH825_BCH825.P06.B07	GSM3905407_BCH825_BCH825.P06.B08	GSM3905407_BCH825_BCH825.P06.B09	GSM3905407_BCH825_BCH825.P06.B12	GSM3905407_BCH825_BCH825.P06.C04	GSM3905407_BCH825_BCH825.P06.C05	GSM3905407_BCH825_BCH825.P06.C07	GSM3905407_BCH825_BCH825.P06.C08	GSM3905407_BCH825_BCH825.P06.C09	GSM3905407_BCH825_BCH825.P06.D04	GSM3905407_BCH825_BCH825.P06.D06	GSM3905407_BCH825_BCH825.P06.D07	GSM3905407_BCH825_BCH825.P06.D08	GSM3905407_BCH825_BCH825.P06.D09	GSM3905407_BCH825_BCH825.P06.D12	GSM3905407_BCH825_BCH825.P06.E01	GSM3905407_BCH825_BCH825.P06.E03
CDHR1	0	6.144	5.866	0	7.258	3.221	0	4.907	6.471	6.517	5.137	4.061	5.409	2.573	0	5.246	4.554	0	6.164	5.215	6.558	5.596	6.844	1.1	1.473	0	1.421	0	4.107	6.792	3.884	5.149	6.986	0	6.39	4.285	5.913	5.454	3.115	6.401	3.915	1.282	6.047	5.163	5.925	4.851	2.584	5.44	3.532	7.159	4.568	5.57	3.052	6.337	0	3.732	5.084	4.177	5.266	6.55	5.851	7.715	4.371	4.777	5.35	6.292	0	2.043	3.458	2.845	3.909	5.02	4.206	4.468	2.226	4.513	1.444	0	3.137	0	4.152	6.02	4.293	1.892	0	6.076	2.669	7.024	0	5.141	6.59	2.347	0	2.525	5.049	5.913	1.53	5.856	5.506	0
ERLIN1	3.276	0	4.943	0	0	1.85	0	0	2.909	0	0	5.124	4.491	3.244	1.831	0	1.112	3.986	2.238	0	5.412	0	7.03	0	0	0	2.174	0	2.818	4.886	0	0	6.371	1.39	0	0	0	5.042	5.706	0	1.903	0	0	0	4.99	3.988	4.91	4.34	3.303	3.882	4.53	0	0	0	0	1.595	5.256	3.767	0	0	0	5.788	0	5.689	0	2.015	0	0	4.925	0	0	5.391	4.351	2.134	0	0	4.352	2.463	2.533	0	2.969	0	4.081	0	0	0	3.451	0	0	0	2.859	0	3.35	0	5.632	0	0	3.615	4.526	3.392
OR8B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABPA	0	0	0	0.913	0	0	0	0	0	2.547	0	0	0	5.397	3.257	0	0	0	2.049	0	0	0	0	0	0	0	0	4.181	0	0	0	0	0	4.498	0	0	0	1.9	0	0	0	0	3.767	0	0.868	0	0	0	0	0.468	3.982	4.255	4.176	0	5.307	0	0	0	0	0	3.82	0	4.956	0	0.231	0	0	0	0	0	0	0.877	0	0	0	0	1.143	2.755	0	0	0.39	0	0	0	0	0	0	0	0	0	0	3.55	0	0	0	0	1.662	0	0	0
ECH1	4.326	0	0	0	6.245	0	6.165	7.073	0	0	5.315	6.53	0	0	1.875	4.567	2.806	5.036	3.824	0	5.242	5.533	0	0	0	0	0	5.39	0	0	0	3.493	0	0	5.592	4.446	0	0	5	2.766	0	0	0	5.727	4.894	4.98	4.23	4.607	0	4.358	0	4.29	5.123	0	0	5.568	0	6.962	4.744	5.127	6.644	0	0	6.535	0	0	1.736	5.157	5.98	0	4.666	2.51	0	3.059	0	0	4.767	6.249	0	4.199	3.944	0	6.296	1.122	0	4.769	5.107	0	4.14	4.282	3.285	4.793	3.914	5.005	0	0	0	5.48	0	5.348
TSPAN4	0.905	0	0	0	5.465	0	1.223	0	0	0	0	0	5.98	0	3.492	1.577	0	0	0	1.548	3.584	4.942	0	0	0	3.947	2.649	0	4.355	0	1.932	4.373	0	0	0	0	0	5.226	1.801	5.389	3.682	0	2.552	0	4.279	0	3.254	0.85	0	0	0	1.13	0	2.545	0	1.002	0	0	0	0	0	0	0	0	0	0	0	2.939	4.534	1.855	4.526	0	2.327	2.387	0	0	0.926	2.947	0	0	0	4.028	0	0	0	0	0	0	1.584	0	0	0	3.563	0	0	0	0	0	4.104	0
MAP3K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.345	0	2.88	0	0	0	0	0	0	2.656	0	0	0	0	0	0	0	0	0.483	0	0	0	0	0	0	0
L3MBTL2	3.17	0	0	0.731	0	0	0	0	0	0	4.045	0	0	0	2.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.547	2.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.216	1.659	2.79	0.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.954	0	3.515	3.748	0	1.619	0	0	2.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.121	0	0
BRCC3	0	0	4.463	0	0	4.608	0	0	0	0	0	0	0	0	3.265	0	0	0	2.858	0	0	0	0	1.068	0.354	2.45	0	1.504	0	0	0	5.146	0	0	0	4.105	0	5.517	0	0	0.819	0	4.418	0	0	0	2.274	0.444	0	0	0	0	0	0	0	0	0	5.582	4.604	0	0	6.003	0	0	2.947	0	3.318	0	0	0	0	1.611	5.114	0	0	1.732	0	0	3.759	3.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.532
POT1	0	0	0	1.045	0	2.226	0	0	0	0	0	0	0	0	0	0	0	0	0.459	0	0	0	0	0	0	0	0	0.338	0	4.987	0	0	0	0	0	0	0	0	4.664	0	0	0	0	0	0	0	0	0	4.406	0	0	0	4.847	0	0	1.395	0	0	4.992	0	0	0	2.842	0.308	0	0	0	0	0	0	0.302	0	0	0	0	1.415	0	0	0	0	1.786	0	0	0	0	0	0	0	0	4.529	0	0	0	0	0	0	0	0	1.078	0
GPC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM76B	5.247	0	0	0	0	0	0	0	0	0	4.673	0	0	0	0	0	0	0	0	0	0	0	0	4.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.663	0	1.765	0	4.662	0	0	0.871	4.151	0	2.509	0	4.279	0	0	0	0	0	0	0	3.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.193	0	0	0	0	0	0	0	3.037	0	0	3.791	0	4.41	1.669	0	0	0	0	0	3.305	0
AP3M2	0	0	0	4.229	3.368	0	0	0	4.722	0	2.185	0	0	4.278	2.039	0.766	0	0	2.734	0	0	0	7.223	5.111	0	0	0	0	0	0	0	0	4.788	0	2.044	0	0	0	0	0	0	0	0	3.71	2.401	3.151	1.328	4.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761	0	0	4.904	0	0	4.765	0	0	0	0	0	0	0	0	1.899	0	5.004	0	0	0	0	0	0	0	5.012	0	0	0	4.922	0	0	1.136	0
NEK6	0	0	1.034	1.402	0	0	0	4.53	0	0	0	4.666	0	0	0	3.126	4.503	0	4.705	0	3.623	0	0	0	0	0	0	0	0	0	0	0	5.434	0	0	0	0.827	0	4.834	0	5.619	0	0	0	3.81	2.232	3.251	0	0	0	0	0	0	0	0	3.404	0	0	4.177	0	0	0	0	0	0	3.524	2.432	0	2.611	0	0	3.414	1.474	0	0	0	2.2	0	0	0	0	0	0	1.931	0	0	0	0	3.294	3.589	4.711	4.944	0	0	5.572	0	4.088	5.834	0	0
RCBTB1	0	0	0	4.783	0	0	0	0.954	0	2.745	0	0	0	0	1.594	0	0	0	0	0	0.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.506	0	0	0	0	0	0	1.97	0	0	0	0	0	5.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.282	0.92	0	0	0	0	0	0	0	0	0	3.963	0	0	0	0	0	0	0	0	2.511	5.767	0	0	0	0	4.114	5.132
DSC2	3.946	4.278	3.431	0	0	0	0	1.965	4.515	0	3.179	2.425	0	1.842	2.339	0	0	0	0	0	0	0.283	0	0	0.204	0	0	2.069	0.612	0	0	0	0	0	0	1.595	0	2.922	0	3.779	0	0	3.763	0	0	0	2.372	3.009	0	1.539	0	0	2.445	0	3.861	2.962	0.556	0	0	1.877	0	0	1.928	0	0	0	2.212	4.362	0	2.465	0	0.807	4.317	0	0	1.818	3.83	0	0	2.192	3.69	3.248	4.515	0	1.037	0	0	1.357	0	0	4.898	4.205	0	1.779	0	0	0	0	4.711	1.88
PAK1	0	0	0	0	0	0	0	3.213	1.818	0	4.299	0	0	0	2.641	0	0	2.554	0.899	0	4.331	0	4.3	0	0	1.007	0	4.021	0	0	0	0	0	1.004	4.868	0	0	0	0	0	0	3.311	0	2.139	0.654	4.247	0	0	0	0	0	0	4.382	1.929	0	0.46	0	0	0	5.265	0	0	0	0	1.429	0	0	0	0	0	4.727	1.096	0	0	0	0	1.005	0	0	2.999	0	0	2.712	0	0	0	3.357	1.758	0	0	0	0	0.588	0	0	0	0	0	0	1.239
WDFY3-AS2	0	0	0	0	1.581	0	0	0	0	0	0	0	4.231	0	0	0	0	0	0	0	0	3.405	0	0	0	0	0	0	0	0	0	2.69	0	4.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.491	0	0	0	0	4.237	0	0	0	4.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.451	0	0	0	0	0	0	0	0	0	0	0	0	0	2.726	0	0	0	5.11	5.165	0	0
TRAPPC13	3.038	0	0	3.365	0	0	1.92	4.9	0	0	0	0	5.811	0	4.577	3.548	0	1.491	0	0	0	0	0	0	0	3.701	0	4.468	2.165	0	0	0	0	0	0	0	0	1.773	0	0	0	0	0	2.211	0	0	0	3.114	3.61	0	0	0	0	0	0	0	0	0	3.661	0	2.958	0	0	0	0.345	0	0	0	0	2.696	0	4.405	0	4.021	0	0	0	0	4.78	0	0	0	0	5.383	0	0	0	5.352	0	5.051	4.458	0	0	0	0	0	0	0	0	0
BCL7C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRIM2	0.986	0	2.768	0	0	0	0	1.806	0	0	0	0	0	0	1.959	0	4.116	0	0	6.107	0	0	6.467	0	0	4.239	0	0	0	0	0	0	0	0	0	0	4.46	0	0	0	0	0	0	4.434	0	4.147	0	3.622	0	0	0	0	4.608	0	0	3.756	0	0	2.777	0	4.769	0	0	2.671	3.121	0	0	0	5.407	0	0	0	0	2.717	0	0	0	4.992	2.46	4.222	0	0	0	0	0	0	0	5.347	0	3.087	0	0	0	0	5.814	0	3.875	0	0	0
ACTN1	4.993	0	0	1.432	0	0	0	0	0	0	0	2.835	0	0	3.083	2.966	0	3.322	0	0	0	3.253	0	0	0	3.87	0	0	0	0	0	0	0	0	0	3.581	0	0	0	4.087	0	2.621	0	0	0	0	3.966	0	2.193	0	3.536	0	0	3.944	0	3.508	0	0	0	0	0	0	4.694	0	4.619	0	2.072	0	0	3.334	4.864	0.61	0	0	1.486	0	0	0	1.904	4.398	0	1.87	0	5.112	0	0	0	0	0	0	0	0	0	0	0	4.413	0	0	1.748	1.529
PTPRN2	0	0	0	0	0	0	4.642	1.902	3.89	0	0	1.137	0	0	2.146	4.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19	0	2.24	0	0	2.698	0	0	0	3.082	0	0	0	0	0	0.505	0	0	0	2.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.541	0	0	0	0	1.922	0	0	0	0	2.722	0.421	0	0	0.926	0	0	0	0	3.003	0	0	0	0	0	0	3.601	0	0	4.115	0
SOCS5	0	0	0	0	0	0	3.189	0	0.468	0	0	0	4.814	0	0	0	3.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.468	4.712	0	0	0	0	0	0	2.927	0	0	0	0	0	0	0	0	0.677	0	0	0	0	0	2.331	0	0	0	0	0	0	0.527	0.198	0	0	0	0	3.621	0	2.203	0	0	0	0	0	0	0	0	4.726	0	0	0	0.474	0	0	0	0	0	0	2.647
TRNAU1AP	0	0	0	1.1	0	0	5.688	0	0	0	0	0	0	0	2.662	1.907	2.811	0	0	0	0	0	0	0	0	4.33	0	2.612	0	0	3.709	5.311	0	0	0	4.463	0	0	0	0	1.493	0	0	1.603	3.405	0	3.579	0	0	5.36	0	0	0	0	6.373	3.843	0	0	4.434	5.582	0	0	0	0	4.763	2.087	0	0	3.286	0	0	2.646	0	2.208	0	0	0	1.898	0	2.763	4.922	0	3.887	0.834	0	2.463	0	0	2.714	0	0	0	0	0	0	0	0	0	2.527	0
IRF2	4.059	0	0	0	0	0	0	3.561	0	0	3.881	0	0	3.986	0	0	0	4.745	0	0	4.39	0	0	0	0	0	0	3.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.417	0	0	0	0	0	0	0	0	1.302	0	0	2.044	4.687	0	0	3.438	0	0	0	0	0	0	0	3.823	4.701	1.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.206	0	4.224	3.952	0	0	0	0	0	0	1.612
BCCIP	0	0	0	0	6.047	0	0	0	0	0	2.63	0	0	0	0	0	0	2.981	0	0	6.03	0	0	5.819	6.862	0	0	0	5.226	0	0	0	0	0	5.486	0	0	6.376	0	0	0	0	0	0	0	0	4.119	0	0	0	0	0	4.602	3.246	0	0	0	0	0	0	0	0	0	0	0	0	4.287	0	0	3.211	0	0.875	3.393	0	5.857	0	0	0	0	4.732	0	0	0	0	5.746	0	5.124	0	4.256	0	0	0	3.455	0	5.118	0	0	0	0	0
ZNF623	0	0	0	0	0	0	2.013	0	0	0	0	0	0	0	2.846	4.087	0	1.604	0	0	0	0	0	0	0	0	0	0	0	3.39	0	0	0	0	0	0	0	0	0	0	0	0	1.851	0	0	0	0	3.601	0	0	0	0	0	0	0	3.082	0	0	0	0	3.862	0	0	0	0.275	0	0	0	0	0	0	0	5.196	0	3.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02	0	0	3.402	0	5.901	4.732	0
PPL	0	0.653	0	0	0	0	0	0	0	0	0	0	0	4.099	0	0	0	0	0	0	2.315	0	0	0	0	0	0	0	0	0	0.253	0	0	0	0	0	0	3.12	0	0	4.131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379	0	0	0	0	0	0	0	0	0	0	0.791	0	0	0	0	0	0	1.184	0	0	0	0	0	0	0	0	0	0	0	0	1.906	0	0	0	0	0	0	0
ARFRP1	0	0	0	0	0	0	0	0	4.228	0	0	0	0	0	1.589	0	0	0	3.31	0	0	0	0	0	0	4.568	0	0.514	0	3.659	0	0	0	0	0	3.003	0	4.432	0	0	0	0	0	0	0	0	2.452	3.892	0	3.763	0	0	0	0	0	1.031	1.313	0	0	2.747	0	0	5.045	0	0	0	0	0	0	0	0	0	0	2.788	0	0	0	0	2.372	0	0	0	4.987	0	0	0	0	0	0	0	0	0	0	3.515	0	0	0	0	0	0
KIAA0319	5.072	0	0	2.709	0	0	0	0	1.708	0	0	0	0	0	2.699	0	0	0	0	0	0	0	0	0	0.44	0.603	0	0.393	0	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	1.323	0	0	0	0	0	0	3.683	0	0	0	0	0	0	0	0	0	0.382	0	0	0.726	0	0	0	0	0	2.004	0	0	0	0	3.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731	2.971
EPB49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC2	0	0	0	0	0	3.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.371	0	0	0	0	0	0	4.566	0	3.32	0	0	0	0	0	0	0	0	0	0	0	0	0	4.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.532	0	3.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.896	0	0	0	0	0	0	0	0	3.263	0
METTL4	0	0	0	0	0	0	0	0	1.935	0	0	0	0	0	0	5.944	0	0	3.243	0	0	0	0	0	0	0	0	0.649	3.782	0	0	0	0	0	0	0	0	0.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.736	0	0	0	0	4.543	0	0	3.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.236	0	2.156	0	0	0	0	3.695	0
ATP6AP1	3.085	0	3.772	4.478	6.01	0	4.976	4.949	0.874	0	0	3.573	5.816	4.36	4.874	0	4.363	2.946	0	0	0	1.401	5.331	0	0	0	0	4.791	0	1.045	0	5.685	6.646	5.29	4.236	3.632	0	0	1.344	0	0	5.376	0	0	0	1.711	4.067	0.578	5.383	5.528	2.056	0	0	5.382	4.819	3.743	0	0	4.923	2.329	0	0	0	0	3.23	0	4.92	0	0	4.233	0	4.713	0	0	4.344	0	0	5.02	3.73	4.035	0	4.877	2.02	0	5.344	5.702	1.336	0	4.935	4.819	2.626	0	4.83	0	0	4.263	5.348	7.027	5.363	0
ACAD11	3.496	0	0	1.217	0	0	0	1.376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.804	0	2.528	3.659	4.416	0	0	0	0	0	0	3.602	0	0	0	0	0	0	0	0	0	0	1.447	0.554	0	0	0	0	0	0	0	5.242	4.249	0	0	0	0	0	0	0	4.686	0	0	0	3.806	0	4.033	2.653	3.255	0	0	0	0	0	0	0	2.71	0	0	0	0	0	0	0	0	0	3.685	2.197	0	0	0	0	0	0	0
C1orf204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOBTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.958	0	3.22	0	0	0	0	0	5.766	0	0	0	0	0	0	0	0	0	0	0	0	0	3.073	0	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	0	3.565	0	0	0	0	0	0	0	0	1.019	0	0	0	0	0	0	0	0	0	0	3.354	0	0	0	0	4.321	0	0	0	1.992	3.101	0	1.672	0	0	0	0	0	2.953	0	4.735	0	0	0	0	5.758
RPL24	4.978	5.834	6.168	5.762	4.234	6.373	7.799	7.405	7.634	6.464	7.54	7.315	6.67	7.427	5.299	5.911	7.145	6.701	6.029	7.948	6.367	7.499	6.091	5.214	4.959	6.488	5.34	6.947	7.718	2.408	7.021	5.391	5.799	7.098	6.938	6.764	7.823	7.056	7.76	3.351	0	0	7.943	6.306	6.578	6.864	5.75	6.532	7.177	4.602	4.325	7.32	5.963	8.298	7.009	6.243	7.502	4.662	6.935	7.744	7.277	2.197	8.28	6.708	6.907	6.983	8.002	8.602	5.689	7.264	7.306	3.564	6.669	5.914	5.307	7.388	5.575	6.745	6.495	5.001	7.158	6.817	6.446	5.436	6.994	6.194	7.935	5.033	5.492	6.8	7.552	7.152	6.016	6.235	6.173	6.68	0	5.138	7.237	0
ANKRD54	2.542	0	0	0	0	2.91	2.761	0	5.931	5.666	1.869	0	0	0	0.839	4.445	2.192	0	3.711	0	0	3.645	0	0	0	4.142	0	1.33	0	0	0	2.821	2.186	0	0	5.225	2.27	0	2.028	0	0	0	0	4.329	0	4.705	0	0	0	0	4.374	2.811	0	0	2.965	0	4.749	0	4.796	0	1.952	2.877	5.086	0	0	4.055	3.816	0	0	0	0	2.247	0	0	0	2.882	0	0	2.565	1.193	0	0	0	0	0	0	0	4.373	4.191	3.575	0	5.03	3.343	0	0	4.266	0	0	0	4.405
DNPEP	0	0	0	0	0	0	0	0	0	0	0	3.673	0	5.514	0	0	0	0	0	0	0.718	0	0	0	0	0	0	0.518	3.166	0	3.636	5.006	0	0	0	0	0	0	0	0	0	0	0	0	1.779	0	0	0	0	0	0	0	0	0	0	0	0	2.642	1.902	0	3.065	0.829	6.315	0	0	0	0	0	0	0	2.819	0	0	0.802	0	0	0.517	0	0	0	0	0	1.857	0	0	0	0	0	0	1.738	0	0	1.946	0	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0	3.692	0	0	0	0	0	0	0	0	0	4.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.109	0	4.005	0	0	0	0	0	0	3.44	0	0	0	0	3.199	0	0	0	0	0	0	0	3.246	0	0	0	0	0	0	0
XPNPEP1	0	0	0	0.895	0	0	0	0	0	0	0	3.653	0	0	0	0	4.539	0	0	0	4.43	3.469	0	0	5.045	0	0	0	0	0	0	0	0	0	0	0	0	3.165	0	0	0	0	0	0	0	0	2.941	0	0	0	0	4.105	3.48	5.175	0	0.86	0	4.441	0	0	0	4.487	0	0	0	5.071	0	0	0	0	2.922	0	0	0	0	3.557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47	0	4.752	0	0	2.421	0	0	0
NPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNT1	0	0	0	0	0	0	0	0	1.342	0	0	0	0	0	1.292	0	0	0	0	0	0	0	0	0	0	1.831	0	3.294	1.785	0	0	0	6.249	0	0	3.971	0	0	0	0	2.538	0	0	0	4.665	0	0	0	5.566	0	0	5.041	0	1.5	0	0	0	0	0	0	0	5.849	0	0	0	0	4.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	3.343	0	0	0
